timestamp,sensor_id,machine_id,location,temperature,humidity,pressure,vibration,energy_consumption,machine_status,target_failure_risk
2024-04-01 13:00:00,sensor_6,machine_4,West Plant,85.96,46.99,101.7,0.891,160.39,maintenance,0.3318
2024-02-27 18:00:00,sensor_7,machine_3,South Yard,80.77,51.76,103.28,0.901,171.78,fault,0.5146
2024-03-25 00:00:00,sensor_9,machine_4,South Yard,94.71,41.92,102.51,1.378,172.17,idle,0.6876
2024-02-16 12:00:00,sensor_6,machine_1,South Yard,62.92,58.01,101.18,1.477,137.62,fault,0.0
2024-04-06 18:00:00,sensor_7,machine_4,East Plant,95.6,54.54,101.32,1.184,150.0,running,0.5619
2024-04-12 15:00:00,sensor_6,machine_3,South Yard,84.09,51.28,101.71,1.258,137.27,idle,0.3759
2024-04-06 11:00:00,sensor_12,machine_1,West Plant,49.95,50.84,101.54,1.279,149.44,fault,0.0
2024-04-05 00:00:00,sensor_7,machine_1,South Yard,59.58,55.82,100.44,1.324,111.09,maintenance,0.0
2024-01-12 23:00:00,sensor_9,machine_4,South Yard,86.59,40.61,102.06,1.444,178.39,running,0.5242
2024-04-18 03:00:00,sensor_2,machine_1,West Plant,69.02,40.94,100.97,1.994,148.68,maintenance,0.0752
2024-01-01 06:00:00,sensor_4,machine_1,East Plant,47.21,31.3,100.43,1.608,97.02,fault,0.0
2024-01-13 03:00:00,sensor_11,machine_1,East Plant,47.21,31.3,100.43,1.608,87.63,fault,0.0
2024-03-04 22:00:00,sensor_1,machine_1,North Bay,70.08,47.1,101.42,0.372,118.05,running,0.1039
2024-01-07 05:00:00,sensor_12,machine_3,North Bay,74.98,43.26,101.3,0.658,506.58,maintenance,0.3548
2024-03-05 03:00:00,sensor_1,machine_4,South Yard,84.71,50.92,100.94,0.848,141.66,idle,0.3615
2024-02-18 15:00:00,sensor_11,machine_3,East Plant,76.83,38.3,101.43,0.879,172.93,maintenance,0.2771
2024-03-09 05:00:00,sensor_10,machine_1,East Plant,55.43,39.99,101.57,1.109,123.67,running,0.0
2024-03-31 23:00:00,sensor_7,machine_4,West Plant,92.54,39.11,100.8,1.424,136.02,maintenance,0.6423
2024-03-06 14:00:00,sensor_2,machine_2,East Plant,65.2,29.79,101.1,0.69,169.29,maintenance,0.2575
2024-01-04 19:00:00,sensor_12,machine_2,West Plant,68.72,51.43,100.44,1.489,141.9,idle,0.1665
2024-04-22 12:00:00,sensor_10,machine_3,East Plant,78.43,51.75,101.43,1.647,149.92,maintenance,0.6537
2024-01-09 21:00:00,sensor_7,machine_2,East Plant,74.98,73.6,101.3,1.939,379.68,maintenance,0.2375
2024-02-14 21:00:00,sensor_10,machine_4,North Bay,88.92,39.92,102.06,0.773,174.06,running,0.6158
2024-02-13 11:00:00,sensor_10,machine_1,East Plant,57.62,28.05,101.62,0.749,143.43,maintenance,0.0
2024-02-21 18:00:00,sensor_5,machine_2,West Plant,70.31,40.4,102.89,1.417,146.29,fault,0.25
2024-01-02 12:00:00,sensor_12,machine_3,East Plant,70.31,40.4,102.89,1.417,163.09,fault,0.4726
2024-03-22 14:00:00,sensor_7,machine_3,North Bay,70.31,40.4,102.89,1.417,158.68,running,0.3097
2024-04-27 07:00:00,sensor_1,machine_2,West Plant,67.31,42.19,100.18,1.038,141.81,fault,0.0
2024-04-23 12:00:00,sensor_10,machine_2,East Plant,63.5,42.79,101.89,1.027,159.56,maintenance,0.0
2024-03-30 19:00:00,sensor_5,machine_2,South Yard,62.81,49.59,100.55,1.525,133.64,running,0.1846
2024-01-09 18:00:00,sensor_7,machine_3,West Plant,79.5,45.87,101.92,0.585,186.68,idle,0.3421
2024-03-09 12:00:00,sensor_7,machine_4,West Plant,93.11,42.04,101.73,1.198,165.76,running,0.6917
2024-01-10 14:00:00,sensor_4,machine_4,South Yard,81.55,34.09,100.81,0.822,207.81,running,0.5615
2024-03-18 06:00:00,sensor_8,machine_4,North Bay,89.65,44.33,101.52,0.937,169.4,maintenance,0.6725
2024-03-22 14:00:00,sensor_1,machine_3,West Plant,91.19,36.0,101.55,1.229,127.42,idle,0.5803
2024-03-28 18:00:00,sensor_7,machine_2,West Plant,67.6,30.18,100.31,1.804,135.02,fault,0.0957
2024-01-01 12:00:00,sensor_3,machine_4,South Yard,92.29,61.51,100.18,1.903,157.69,running,0.6137
2024-01-30 13:00:00,sensor_1,machine_1,West Plant,63.31,29.56,100.68,1.82,139.68,idle,0.0
2024-04-19 22:00:00,sensor_2,machine_4,East Plant,92.94,52.04,101.98,0.904,157.42,running,0.5748
2024-01-05 21:00:00,sensor_3,machine_3,West Plant,74.93,37.21,101.62,1.415,133.14,maintenance,0.1674
2024-01-17 07:00:00,sensor_10,machine_3,North Bay,87.12,61.86,102.67,1.578,121.97,idle,0.5845
2024-02-26 21:00:00,sensor_4,machine_3,North Bay,87.12,61.86,102.67,1.578,174.26,maintenance,0.3507
2024-01-16 13:00:00,sensor_11,machine_3,South Yard,88.39,50.08,102.05,1.068,147.54,running,0.6179
2024-02-29 12:00:00,sensor_1,machine_1,South Yard,59.12,66.9,101.03,0.956,126.52,maintenance,0.0
2024-02-27 13:00:00,sensor_5,machine_2,South Yard,59.12,66.9,101.03,0.956,110.72,idle,0.1606
2024-01-02 07:00:00,sensor_10,machine_1,East Plant,58.07,43.89,99.74,0.03,134.78,fault,0.0045
2024-04-20 15:00:00,sensor_6,machine_3,North Bay,85.03,43.34,99.85,2.329,127.47,idle,0.3744
2024-04-28 05:00:00,sensor_8,machine_3,East Plant,83.04,37.83,102.87,1.175,163.1,running,0.4044
2024-04-12 06:00:00,sensor_5,machine_2,South Yard,84.11,42.78,102.2,1.789,116.68,running,0.4018
2024-03-01 11:00:00,sensor_2,machine_3,South Yard,77.43,44.82,100.65,0.896,132.1,fault,0.2788
2024-03-05 18:00:00,sensor_6,machine_2,South Yard,68.24,47.49,101.53,0.477,149.97,fault,0.4703
2024-02-16 05:00:00,sensor_9,machine_1,East Plant,67.36,37.62,100.97,0.101,110.65,idle,0.1354
2024-03-19 22:00:00,sensor_12,machine_4,North Bay,86.77,48.3,101.5,0.862,130.29,fault,0.7149
2024-03-06 15:00:00,sensor_12,machine_1,East Plant,58.13,49.61,102.35,1.96,131.38,maintenance,0.0
2024-02-26 17:00:00,sensor_8,machine_4,South Yard,87.67,35.77,101.51,0.536,162.01,maintenance,0.4531
2024-02-13 01:00:00,sensor_11,machine_3,East Plant,91.19,34.35,102.08,1.261,151.38,maintenance,0.7447
2024-02-23 15:00:00,sensor_2,machine_2,East Plant,72.47,30.27,101.44,1.327,123.68,running,0.2047
2024-02-13 13:00:00,sensor_6,machine_3,East Plant,81.06,46.28,101.23,1.087,151.73,fault,0.4031
2024-01-14 14:00:00,sensor_8,machine_2,East Plant,63.3,32.83,100.6,0.279,137.6,maintenance,0.0
2024-02-29 15:00:00,sensor_7,machine_1,East Plant,61.04,27.92,100.98,1.334,111.33,fault,0.0196
2024-01-28 20:00:00,sensor_5,machine_3,West Plant,78.84,50.88,101.6,0.829,156.08,maintenance,0.3317
2024-03-27 02:00:00,sensor_6,machine_1,South Yard,54.33,46.77,101.82,0.433,146.22,idle,0.0
2024-04-23 00:00:00,sensor_1,machine_3,West Plant,81.05,38.15,101.13,0.554,166.38,fault,0.4514
2024-02-25 21:00:00,sensor_2,machine_2,West Plant,70.72,42.49,100.26,0.639,117.25,maintenance,0.2769
2024-02-21 07:00:00,sensor_3,machine_4,South Yard,70.72,42.49,100.26,0.639,110.3,idle,0.5827
2024-02-27 09:00:00,sensor_11,machine_3,South Yard,73.01,38.32,101.88,1.24,154.14,running,0.1594
2024-01-19 00:00:00,sensor_10,machine_2,South Yard,79.26,46.84,101.97,2.116,122.25,idle,0.6624
2024-01-02 18:00:00,sensor_5,machine_1,East Plant,60.7,39.96,100.82,0.446,123.37,running,0.0
2024-04-13 22:00:00,sensor_10,machine_1,West Plant,61.39,49.41,102.27,1.103,137.1,idle,0.1124
2024-04-15 23:00:00,sensor_1,machine_4,East Plant,91.53,44.64,99.93,1.37,188.57,fault,0.746
2024-04-08 07:00:00,sensor_6,machine_1,North Bay,66.57,50.61,101.26,0.411,128.55,fault,0.1591
2024-01-09 21:00:00,sensor_3,machine_2,East Plant,77.94,35.4,101.12,1.136,157.73,running,0.6049
2024-04-05 09:00:00,sensor_10,machine_1,North Bay,57.92,51.43,101.07,2.123,112.84,idle,0.0
2024-01-03 10:00:00,sensor_8,machine_1,South Yard,64.36,65.41,101.68,1.031,116.78,fault,0.0695
2024-03-23 04:00:00,sensor_3,machine_4,North Bay,94.3,40.03,100.75,1.526,170.01,fault,0.5326
2024-02-17 03:00:00,sensor_8,machine_4,East Plant,88.04,39.98,100.93,0.586,172.12,maintenance,0.4258
2024-04-28 09:00:00,sensor_2,machine_4,South Yard,89.03,45.08,100.95,1.787,115.14,idle,0.6725
2024-02-18 09:00:00,sensor_8,machine_4,East Plant,96.18,29.72,101.95,0.831,173.41,idle,0.6704
2024-03-08 04:00:00,sensor_8,machine_2,South Yard,67.16,42.72,100.77,1.996,154.84,fault,0.0697
2024-01-07 16:00:00,sensor_6,machine_2,West Plant,64.04,36.35,101.38,1.386,143.15,running,0.0842
2024-04-08 23:00:00,sensor_7,machine_2,North Bay,73.62,34.47,101.01,1.006,141.64,running,0.3379
2024-04-27 21:00:00,sensor_2,machine_2,North Bay,71.31,33.49,101.6,1.762,181.46,running,0.391
2024-01-16 16:00:00,sensor_4,machine_3,North Bay,83.98,45.77,103.05,1.205,157.66,maintenance,0.4451
2024-01-23 05:00:00,sensor_11,machine_1,East Plant,62.04,34.05,102.26,2.318,75.57,running,0.0892
2024-01-21 15:00:00,sensor_4,machine_4,West Plant,94.37,39.72,102.03,0.589,168.02,idle,0.6943
2024-04-19 19:00:00,sensor_9,machine_1,East Plant,59.91,29.38,101.92,0.911,112.14,maintenance,0.0
2024-02-24 00:00:00,sensor_9,machine_2,East Plant,70.92,36.51,100.44,1.167,100.16,running,0.1454
2024-01-26 21:00:00,sensor_2,machine_2,West Plant,70.43,60.15,101.87,0.585,115.95,running,0.1473
2024-02-22 19:00:00,sensor_6,machine_3,South Yard,85.53,50.96,100.56,1.069,174.25,fault,0.5494
2024-04-29 17:00:00,sensor_12,machine_2,South Yard,56.79,48.79,100.79,1.585,123.17,idle,0.0
2024-02-23 15:00:00,sensor_3,machine_3,West Plant,73.67,44.49,101.8,1.916,122.87,maintenance,0.1586
2024-02-01 08:00:00,sensor_11,machine_3,North Bay,73.67,44.49,101.8,1.916,164.06,idle,0.6609
2024-04-26 10:00:00,sensor_5,machine_3,South Yard,82.45,56.22,101.85,0.408,154.74,fault,0.4473
2024-04-23 05:00:00,sensor_9,machine_2,North Bay,69.81,35.89,101.4,1.828,121.17,running,0.3894
2024-01-05 03:00:00,sensor_6,machine_3,South Yard,86.24,42.75,101.73,1.767,153.9,running,0.729
2024-03-26 11:00:00,sensor_11,machine_4,South Yard,85.42,41.55,101.65,1.776,154.19,fault,0.4697
2024-01-09 10:00:00,sensor_11,machine_2,North Bay,71.56,48.56,101.8,1.218,81.84,maintenance,0.2189
2024-01-25 20:00:00,sensor_10,machine_2,West Plant,63.35,35.88,101.23,1.174,169.55,maintenance,0.0
2024-04-20 18:00:00,sensor_5,machine_1,East Plant,62.33,39.23,100.81,2.257,114.6,fault,0.1351
2024-04-21 22:00:00,sensor_11,machine_2,West Plant,78.49,37.36,102.22,0.297,126.14,running,0.4337
2024-01-29 11:00:00,sensor_8,machine_1,West Plant,56.9,29.88,103.15,1.384,113.47,idle,0.0854
2024-04-16 21:00:00,sensor_6,machine_3,East Plant,90.11,46.6,101.38,2.86,167.53,maintenance,0.5759
2024-01-24 04:00:00,sensor_4,machine_2,North Bay,75.89,41.83,101.39,2.73,96.61,idle,0.2468
2024-03-17 00:00:00,sensor_12,machine_4,North Bay,84.5,47.04,102.0,1.343,161.57,idle,0.6603
2024-01-05 13:00:00,sensor_3,machine_4,West Plant,85.27,29.38,102.9,0.26,216.72,idle,0.5825
2024-02-22 00:00:00,sensor_7,machine_3,East Plant,81.87,48.48,100.42,1.364,167.83,idle,0.5736
2024-01-01 17:00:00,sensor_10,machine_3,East Plant,81.17,36.9,100.97,0.913,124.9,fault,0.4186
2024-04-03 18:00:00,sensor_6,machine_3,North Bay,82.29,42.2,100.82,1.276,150.43,running,0.4636
2024-01-12 09:00:00,sensor_11,machine_4,North Bay,92.16,37.8,101.41,0.973,200.04,maintenance,0.7246
2024-01-26 02:00:00,sensor_1,machine_4,North Bay,95.5,37.26,102.66,0.286,146.48,fault,0.8042
2024-03-22 11:00:00,sensor_5,machine_1,East Plant,48.76,39.31,101.29,1.312,85.34,running,0.0186
2024-02-23 15:00:00,sensor_6,machine_2,West Plant,48.76,39.31,101.29,1.312,161.96,fault,0.3657
2024-03-26 21:00:00,sensor_2,machine_2,South Yard,63.62,46.8,101.33,0.656,131.87,maintenance,0.347
2024-02-10 23:00:00,sensor_7,machine_4,East Plant,92.93,48.36,101.45,1.505,190.07,running,0.603
2024-01-07 11:00:00,sensor_10,machine_3,West Plant,71.1,40.1,102.4,0.197,186.99,idle,0.27
2024-02-05 14:00:00,sensor_8,machine_2,South Yard,68.95,45.24,102.71,1.023,141.57,running,0.3335
2024-04-18 03:00:00,sensor_7,machine_1,East Plant,62.91,38.67,101.74,0.975,121.5,fault,0.0
2024-02-12 00:00:00,sensor_2,machine_1,East Plant,60.96,24.47,100.61,0.857,136.15,maintenance,0.0
2024-02-24 08:00:00,sensor_11,machine_4,South Yard,82.51,62.9,101.46,2.083,168.46,maintenance,0.7686
2024-02-21 03:00:00,sensor_12,machine_1,North Bay,61.6,46.59,100.57,1.371,128.19,running,0.0
2024-04-21 14:00:00,sensor_10,machine_4,West Plant,88.79,46.42,99.53,1.456,149.27,running,0.7081
2024-04-28 07:00:00,sensor_4,machine_2,East Plant,71.34,46.99,100.93,0.943,131.35,idle,0.0809
2024-04-08 15:00:00,sensor_5,machine_1,North Bay,61.19,54.88,102.72,1.055,171.73,fault,0.0
2024-01-10 18:00:00,sensor_5,machine_4,South Yard,88.81,34.91,100.33,1.548,168.88,idle,0.5686
2024-04-10 03:00:00,sensor_2,machine_1,East Plant,55.27,34.28,100.68,1.119,135.59,maintenance,0.0
2024-03-26 18:00:00,sensor_11,machine_2,East Plant,84.14,43.5,99.73,2.335,134.76,maintenance,0.354
2024-03-23 03:00:00,sensor_7,machine_4,South Yard,83.78,54.5,99.78,2.0,145.19,running,0.3017
2024-01-02 14:00:00,sensor_2,machine_2,North Bay,71.78,39.68,102.02,0.221,116.9,idle,0.1812
2024-03-02 18:00:00,sensor_12,machine_1,West Plant,71.78,39.68,102.02,0.221,116.38,running,0.0267
2024-03-09 19:00:00,sensor_1,machine_2,North Bay,66.17,48.95,100.01,0.838,126.35,idle,0.0237
2024-02-09 03:00:00,sensor_8,machine_4,South Yard,91.97,48.94,100.21,1.224,166.1,fault,0.7575
2024-01-02 03:00:00,sensor_5,machine_4,East Plant,97.48,36.07,100.91,1.274,152.48,maintenance,0.7758
2024-04-27 11:00:00,sensor_6,machine_4,North Bay,93.43,32.44,100.48,2.065,166.24,idle,0.584
2024-03-26 11:00:00,sensor_3,machine_3,North Bay,76.48,36.64,101.74,1.479,188.61,idle,0.3905
2024-04-24 15:00:00,sensor_3,machine_3,South Yard,79.33,51.72,101.86,1.05,137.54,idle,0.7666
2024-04-19 09:00:00,sensor_3,machine_1,West Plant,61.55,28.29,101.28,0.652,101.63,maintenance,0.0
2024-04-18 01:00:00,sensor_10,machine_2,South Yard,74.98,83.92,101.3,0.861,494.34,running,0.5477
2024-04-12 07:00:00,sensor_8,machine_4,East Plant,84.34,45.48,101.06,1.495,151.34,maintenance,0.3707
2024-02-26 04:00:00,sensor_8,machine_4,North Bay,86.44,41.21,100.47,1.438,153.96,running,0.5453
2024-04-03 03:00:00,sensor_11,machine_3,West Plant,84.14,43.4,102.46,1.079,130.74,idle,0.4365
2024-03-07 15:00:00,sensor_1,machine_4,West Plant,91.44,39.14,100.31,1.006,130.76,fault,0.7043
2024-03-11 10:00:00,sensor_2,machine_2,North Bay,77.0,57.08,100.28,0.553,94.79,maintenance,0.3792
2024-01-13 18:00:00,sensor_1,machine_2,West Plant,74.2,39.7,101.75,1.767,139.89,idle,0.3927
2024-04-15 22:00:00,sensor_9,machine_3,West Plant,65.59,60.41,103.35,2.01,162.57,running,0.1386
2024-03-21 19:00:00,sensor_6,machine_1,West Plant,57.87,39.42,102.04,1.548,129.07,maintenance,0.0
2024-02-28 12:00:00,sensor_10,machine_3,West Plant,83.45,46.96,102.17,0.745,137.41,maintenance,0.5526
2024-03-15 17:00:00,sensor_11,machine_3,North Bay,66.23,51.39,99.81,1.407,150.68,idle,0.0
2024-02-25 05:00:00,sensor_7,machine_4,North Bay,85.56,51.03,101.96,1.202,164.38,running,0.4889
2024-02-05 01:00:00,sensor_11,machine_4,South Yard,86.58,59.1,100.5,1.453,141.02,fault,0.7907
2024-01-13 19:00:00,sensor_9,machine_1,East Plant,59.64,22.24,100.93,1.839,85.69,fault,0.2008
2024-04-14 14:00:00,sensor_4,machine_2,West Plant,62.58,39.01,101.12,1.957,135.07,fault,0.0212
2024-04-13 03:00:00,sensor_1,machine_3,South Yard,79.19,38.18,101.16,0.934,157.78,running,0.3303
2024-03-16 22:00:00,sensor_12,machine_4,East Plant,79.19,38.18,101.16,0.934,157.27,fault,0.7814
2024-03-13 06:00:00,sensor_6,machine_2,North Bay,79.19,38.18,101.16,0.934,123.61,running,0.2927
2024-02-20 00:00:00,sensor_1,machine_3,North Bay,78.58,40.83,100.68,1.552,125.54,running,0.2104
2024-01-13 17:00:00,sensor_11,machine_2,North Bay,75.51,42.91,100.03,1.395,148.37,running,0.1775
2024-01-27 22:00:00,sensor_7,machine_1,West Plant,59.45,42.98,100.67,2.645,138.42,maintenance,0.0
2024-03-10 08:00:00,sensor_3,machine_3,North Bay,81.11,48.55,100.49,2.153,145.58,idle,0.8011
2024-03-18 13:00:00,sensor_7,machine_2,South Yard,65.19,31.5,100.72,2.07,125.39,running,0.1126
2024-04-26 19:00:00,sensor_7,machine_2,East Plant,77.09,44.8,101.36,1.193,140.37,idle,0.4675
2024-04-20 09:00:00,sensor_1,machine_4,North Bay,92.51,40.53,101.34,0.8,183.34,fault,0.6459
2024-02-13 18:00:00,sensor_6,machine_1,North Bay,92.51,40.53,101.34,0.8,119.37,fault,0.0
2024-03-30 08:00:00,sensor_11,machine_2,North Bay,72.33,44.7,102.53,1.162,129.86,maintenance,0.1402
2024-04-14 13:00:00,sensor_11,machine_1,South Yard,52.98,54.31,102.46,1.392,112.51,idle,0.0
2024-04-15 04:00:00,sensor_10,machine_3,South Yard,79.85,42.67,101.11,1.953,160.43,idle,0.2789
2024-01-13 15:00:00,sensor_10,machine_1,North Bay,79.85,42.67,101.11,1.953,104.38,running,0.0
2024-04-10 22:00:00,sensor_1,machine_4,South Yard,95.56,30.16,102.07,0.81,156.44,running,0.7114
2024-01-06 12:00:00,sensor_12,machine_1,East Plant,63.0,35.08,102.79,1.226,126.04,maintenance,0.0118
2024-04-05 04:00:00,sensor_8,machine_3,South Yard,88.45,52.15,102.66,0.928,145.96,idle,0.6176
2024-03-30 04:00:00,sensor_1,machine_2,North Bay,76.82,41.95,102.27,0.471,117.55,idle,0.196
2024-04-19 02:00:00,sensor_11,machine_2,East Plant,70.07,47.98,101.6,1.204,111.28,idle,0.2486
2024-01-26 06:00:00,sensor_11,machine_4,West Plant,93.73,31.76,100.37,0.778,161.46,running,0.6611
2024-04-27 11:00:00,sensor_7,machine_1,North Bay,59.44,42.44,102.21,1.75,82.4,fault,0.0284
2024-04-02 02:00:00,sensor_6,machine_2,North Bay,67.47,40.02,100.59,1.392,147.77,maintenance,0.2117
2024-03-20 01:00:00,sensor_1,machine_3,West Plant,80.47,40.8,102.41,1.312,160.88,running,0.3081
2024-04-03 15:00:00,sensor_7,machine_2,South Yard,81.61,34.25,100.73,0.721,174.82,running,0.3549
2024-03-06 20:00:00,sensor_10,machine_2,South Yard,66.67,52.55,101.27,1.174,159.33,running,0.4752
2024-04-01 20:00:00,sensor_4,machine_4,West Plant,84.98,40.21,100.62,0.78,167.64,running,0.4072
2024-02-16 08:00:00,sensor_8,machine_4,East Plant,87.68,47.59,101.98,1.731,158.73,maintenance,0.7628
2024-01-29 06:00:00,sensor_5,machine_4,West Plant,94.75,38.02,101.05,2.111,161.27,maintenance,0.6834
2024-03-20 08:00:00,sensor_9,machine_4,West Plant,79.68,22.18,102.75,0.469,148.36,running,0.3237
2024-04-18 19:00:00,sensor_8,machine_2,North Bay,63.4,42.74,100.56,1.51,145.42,idle,0.0976
2024-01-16 05:00:00,sensor_11,machine_3,East Plant,76.6,60.96,100.55,1.567,110.52,idle,0.245
2024-04-26 16:00:00,sensor_9,machine_4,North Bay,92.18,46.72,101.6,1.778,193.44,idle,0.657
2024-03-14 23:00:00,sensor_6,machine_1,South Yard,52.71,37.16,102.95,1.584,113.42,running,0.0347
2024-02-24 03:00:00,sensor_6,machine_4,North Bay,95.66,39.89,102.2,0.392,183.89,idle,0.695
2024-02-15 01:00:00,sensor_7,machine_1,East Plant,56.6,47.07,101.91,0.175,140.0,running,0.0139
2024-04-16 13:00:00,sensor_12,machine_2,South Yard,68.23,37.27,101.36,1.582,163.87,maintenance,0.4039
2024-01-14 00:00:00,sensor_5,machine_1,East Plant,64.09,33.88,100.61,1.714,132.68,running,0.0542
2024-03-23 06:00:00,sensor_5,machine_3,West Plant,77.54,38.28,100.59,1.324,170.03,idle,0.6077
2024-04-22 13:00:00,sensor_4,machine_3,West Plant,79.83,40.71,102.63,0.857,140.63,maintenance,0.3437
2024-02-12 06:00:00,sensor_4,machine_1,North Bay,59.65,27.37,102.09,1.901,101.95,maintenance,0.3889
2024-04-23 10:00:00,sensor_8,machine_4,West Plant,90.36,37.75,101.58,0.931,162.84,maintenance,0.4437
2024-01-24 07:00:00,sensor_6,machine_3,East Plant,90.36,37.75,101.58,0.931,153.5,fault,0.5017
2024-02-14 04:00:00,sensor_7,machine_3,West Plant,81.15,59.54,101.16,1.132,155.1,fault,0.2439
2024-02-22 02:00:00,sensor_4,machine_1,East Plant,62.13,43.84,102.63,1.452,116.02,running,0.1078
2024-03-04 17:00:00,sensor_6,machine_2,East Plant,63.0,50.28,99.93,0.912,144.14,running,0.0625
2024-03-13 15:00:00,sensor_12,machine_4,North Bay,86.95,37.16,102.15,1.702,178.42,running,0.6609
2024-02-19 11:00:00,sensor_7,machine_3,North Bay,70.06,37.01,102.01,0.383,124.56,fault,0.1762
2024-04-14 02:00:00,sensor_4,machine_3,South Yard,81.65,46.81,101.89,1.072,155.66,idle,0.3238
2024-02-26 08:00:00,sensor_5,machine_2,West Plant,74.09,33.54,100.03,2.058,107.3,maintenance,0.3589
2024-03-26 20:00:00,sensor_8,machine_2,North Bay,66.58,45.92,100.63,0.813,120.86,running,0.0459
2024-02-13 05:00:00,sensor_8,machine_1,South Yard,55.17,53.05,101.76,1.355,129.44,maintenance,0.0935
2024-04-28 02:00:00,sensor_3,machine_2,South Yard,75.13,42.09,102.64,1.951,155.63,running,0.2371
2024-04-02 20:00:00,sensor_12,machine_1,North Bay,63.8,47.66,101.39,0.717,94.66,idle,0.078
2024-03-29 03:00:00,sensor_2,machine_3,East Plant,81.75,50.26,100.75,1.245,110.9,fault,0.4717
2024-03-14 16:00:00,sensor_2,machine_1,East Plant,58.03,42.87,101.19,1.484,120.66,maintenance,0.1298
2024-02-16 06:00:00,sensor_12,machine_2,East Plant,74.98,72.3,101.3,1.82,305.94,running,0.1898
2024-01-10 19:00:00,sensor_1,machine_4,North Bay,82.54,52.25,100.4,1.363,162.36,idle,0.3516
2024-03-17 22:00:00,sensor_11,machine_1,East Plant,60.34,36.64,100.54,1.184,107.26,running,0.0
2024-02-15 09:00:00,sensor_6,machine_2,East Plant,67.63,37.7,102.38,0.761,132.8,fault,0.1478
2024-02-24 11:00:00,sensor_8,machine_1,North Bay,57.22,27.84,102.38,1.889,78.7,maintenance,0.0014
2024-02-24 10:00:00,sensor_10,machine_3,South Yard,84.62,39.27,102.49,0.508,169.02,idle,0.4173
2024-03-24 06:00:00,sensor_10,machine_3,East Plant,77.96,31.51,101.61,0.978,161.87,maintenance,0.3813
2024-03-28 21:00:00,sensor_4,machine_3,West Plant,74.58,30.24,102.33,2.458,146.77,maintenance,0.3366
2024-02-20 01:00:00,sensor_5,machine_3,North Bay,83.87,52.62,102.59,1.311,156.33,maintenance,0.5442
2024-01-02 15:00:00,sensor_1,machine_2,South Yard,68.89,51.44,101.19,2.4,157.8,running,0.1715
2024-02-20 08:00:00,sensor_11,machine_4,South Yard,96.66,49.87,101.96,0.88,201.64,running,0.7277
2024-03-24 04:00:00,sensor_11,machine_4,East Plant,84.17,46.79,102.8,1.418,147.67,fault,0.7098
2024-01-23 23:00:00,sensor_8,machine_2,South Yard,64.87,55.41,99.89,1.257,118.4,running,0.0586
2024-02-08 04:00:00,sensor_9,machine_3,North Bay,79.71,38.0,102.3,1.263,150.9,idle,0.3062
2024-01-09 10:00:00,sensor_9,machine_2,South Yard,73.83,52.24,101.25,1.57,145.02,maintenance,0.3182
2024-02-09 15:00:00,sensor_9,machine_3,West Plant,74.01,38.61,102.55,1.163,135.5,maintenance,0.1489
2024-01-06 07:00:00,sensor_8,machine_2,East Plant,68.99,52.69,102.06,2.366,136.11,maintenance,0.2089
2024-02-24 15:00:00,sensor_2,machine_2,East Plant,61.38,53.07,101.48,0.336,152.46,running,0.1706
2024-01-18 05:00:00,sensor_11,machine_1,West Plant,57.21,45.02,100.97,2.311,80.51,running,0.0
2024-01-30 09:00:00,sensor_8,machine_1,North Bay,60.57,47.79,100.27,2.8,146.82,maintenance,0.1661
2024-03-08 23:00:00,sensor_1,machine_2,East Plant,70.78,27.47,101.93,0.009,151.44,running,0.1106
2024-03-15 04:00:00,sensor_11,machine_4,West Plant,92.2,44.63,101.09,1.255,175.5,fault,0.6697
2024-02-13 10:00:00,sensor_5,machine_2,West Plant,65.77,45.93,100.67,1.8,137.46,idle,0.0286
2024-03-27 00:00:00,sensor_8,machine_4,East Plant,81.52,43.1,101.89,1.206,159.23,maintenance,0.6213
2024-01-20 00:00:00,sensor_9,machine_4,North Bay,88.89,43.42,102.19,0.91,139.53,fault,0.4486
2024-04-13 02:00:00,sensor_2,machine_2,East Plant,73.45,34.08,102.74,0.276,150.36,running,0.4274
2024-04-14 02:00:00,sensor_6,machine_2,East Plant,74.98,75.18,101.3,0.544,298.74,idle,0.3675
2024-04-25 02:00:00,sensor_3,machine_3,North Bay,82.77,38.0,103.13,1.064,161.86,maintenance,0.3066
2024-04-21 23:00:00,sensor_6,machine_2,West Plant,74.18,47.97,101.98,0.504,125.03,idle,0.4493
2024-01-29 20:00:00,sensor_8,machine_2,West Plant,68.01,41.8,102.58,2.038,124.33,fault,0.137
2024-04-06 14:00:00,sensor_3,machine_4,East Plant,95.26,35.21,101.65,1.653,151.5,fault,0.6332
2024-02-22 04:00:00,sensor_2,machine_1,West Plant,47.06,41.72,100.76,1.847,143.71,running,0.0
2024-02-01 02:00:00,sensor_12,machine_3,North Bay,81.41,42.64,101.15,1.157,138.68,running,0.2707
2024-01-15 21:00:00,sensor_1,machine_3,South Yard,79.18,53.21,100.9,1.681,158.79,fault,0.2323
2024-02-18 07:00:00,sensor_4,machine_2,North Bay,77.3,29.65,101.81,0.627,110.1,running,0.2772
2024-03-01 16:00:00,sensor_7,machine_4,West Plant,91.82,36.71,100.95,1.362,171.4,fault,0.5136
2024-01-31 16:00:00,sensor_8,machine_1,West Plant,54.36,31.37,102.41,1.815,107.32,fault,0.0274
